,convocatoria,region,motivo,resolucion_ret_beca,fec_resolucion_ret_beca,fec_Postulacion,tipoinstitucion,institucioneducativa,institucionsede,carreradescripcion,genero
1120,Beca 18 Ordinaria 2015,AYACUCHO,0,RESOLUCION JEFATURAL,,2015-01,Instituto de Educación Superior Tecnológico,SENATI,SEDE AYACUCHO (CFP Ayacucho),ELECTRICISTA INDUSTRIAL,MASCULINO
1121,Beca 18 Ordinaria 2015,AYACUCHO,0,RESOLUCION JEFATURAL,,2015-01,Instituto de Educación Superior Tecnológico,SENATI,SEDE AYACUCHO (CFP Ayacucho),MECANICO AUTOMOTRIZ,MASCULINO
1123,Beca 18 VRAEM 2015,AYACUCHO,0,RESOLUCION JEFATURAL,,2015-01,Instituto de Educación Superior Tecnológico,SENATI,SEDE AYACUCHO (CFP Ayacucho),MECANICO DE MANTENIMIENTO,MASCULINO
1124,Beca 18 REPARED 2015,AYACUCHO,0,RESOLUCION JEFATURAL,,2015-01,Instituto de Educación Superior Tecnológico,SENATI,SEDE AYACUCHO (CFP Ayacucho),MECANICO DE MANTENIMIENTO,MASCULINO
1126,Beca 18 REPARED 2015,AYACUCHO,0,RESOLUCION JEFATURAL,,2015-01,Instituto de Educación Superior Tecnológico,SENATI,SEDE AYACUCHO (CFP Ayacucho),MECANICO AUTOMOTRIZ,MASCULINO
1127,Beca 18 REPARED 2015,AYACUCHO,0,RESOLUCION JEFATURAL,,2015-01,Instituto de Educación Superior Tecnológico,SENATI,SEDE AYACUCHO (CFP Ayacucho),ELECTRICISTA INDUSTRIAL,MASCULINO
1133,Beca 18 Modalidad Ordinaria 2014,AYACUCHO,0,RESOLUCION JEFATURAL,2014-11,2014-01,Instituto de Educación Superior Tecnológico,SENATI,SEDE AYACUCHO (CFP Ayacucho),ELECTRICISTA INDUSTRIAL,MASCULINO
1136,Beca 18 FFAA (1ra Convocatoria) 2012-01,CUSCO,0,RESOLUCION JEFATURAL,2013-08,2012-05,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,MECANICO DE MANTENIMIENTO,MASCULINO
1137,Beca 18 FFAA (1ra Convocatoria) 2012-01,CUSCO,0,RESOLUCION JEFATURAL,,2012-05,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,MECANICO DE MANTENIMIENTO,MASCULINO
1139,Beca 18 FFAA (1ra Convocatoria) 2012-01,CUSCO,0,RESOLUCION JEFATURAL,2015-03,2012-05,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,MECANICO DE MANTENIMIENTO,MASCULINO
1140,Beca 18 FFAA (1ra Convocatoria) 2012-01,CUSCO,0,RESOLUCION JEFATURAL,2013-04,2012-05,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,MECANICO DE MANTENIMIENTO,MASCULINO
1145,Beca 18 Modalidad Ordinaria 2012,CUSCO,1,RESOLUCION JEFATURAL,,2012-04,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,MECANICO DE MANTENIMIENTO,MASCULINO
1146,Beca 18 Modalidad Ordinaria 2012,CUSCO,1,RESOLUCION JEFATURAL,,2012-03,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,MECANICO DE MANTENIMIENTO,MASCULINO
1147,Beca 18 Modalidad Ordinaria 2012,CUSCO,1,RESOLUCION JEFATURAL,,2012-04,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,MECANICO AUTOMOTRIZ,MASCULINO
1148,Beca 18 Modalidad Ordinaria 2012,CUSCO,1,RESOLUCION JEFATURAL,2015-02,2012-04,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,MECANICO DE MANTENIMIENTO,MASCULINO
1149,Beca 18 FFAA 2013-01,CUSCO,0,RESOLUCION JEFATURAL,2015-02,2013-02,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,MECANICO AUTOMOTRIZ,MASCULINO
1155,Beca 18 FFAA 2013-01,CUSCO,0,RESOLUCION JEFATURAL,,2013-02,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,MECANICO DE CONSTRUCCIONES METALICAS,MASCULINO
1156,Beca 18 FFAA 2013-01,CUSCO,0,RESOLUCION JEFATURAL,2013-07,2013-02,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,MECANICO DE MANTENIMIENTO,MASCULINO
1157,Beca 18 FFAA 2013-01,CUSCO,0,RESOLUCION JEFATURAL,,2013-02,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,MECANICO DE MANTENIMIENTO,MASCULINO
1158,Beca 18 FFAA 2013-01,CUSCO,0,RESOLUCION JEFATURAL,2015-02,2013-02,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,PROCESADOR INDUSTRIAL DE ALIMENTOS,MASCULINO
1160,Beca 18 FFAA 2013-01,CUSCO,0,,,2013-02,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,PROCESADOR INDUSTRIAL DE ALIMENTOS,MASCULINO
1161,Beca 18 FFAA 2013-01,CUSCO,0,RESOLUCION JEFATURAL,2015-02,2013-02,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,MECANICO DE MANTENIMIENTO,MASCULINO
1163,Beca 18 FFAA 2013-01,CUSCO,0,RESOLUCION JEFATURAL,,2013-01,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,MECANICO DE MANTENIMIENTO,MASCULINO
1164,Beca 18 Modalidad Ordinaria 2012,CUSCO,0,RESOLUCION JEFATURAL,2013-08,2012-04,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,PROCESADOR INDUSTRIAL DE ALIMENTOS,MASCULINO
1165,Beca 18 Modalidad Ordinaria 2012,CUSCO,0,RESOLUCION JEFATURAL,2012-12,2012-04,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,PROCESADOR INDUSTRIAL DE ALIMENTOS,MASCULINO
1167,Beca 18 Ordinaria 2015,AYACUCHO,1,RESOLUCION JEFATURAL,,2015-01,Instituto de Educación Superior Tecnológico,SENATI,SEDE AYACUCHO (CFP Ayacucho),MECANICO AUTOMOTRIZ,MASCULINO
1168,Beca 18 Ordinaria 2015,AYACUCHO,1,,,2015-01,Instituto de Educación Superior Tecnológico,SENATI,SEDE AYACUCHO (CFP Ayacucho),MECANICO AUTOMOTRIZ,MASCULINO
1183,Beca Especial Reparaciones en EducaciÃ³n 2014-01,AYACUCHO,0,RESOLUCION JEFATURAL,2014-08,2014-01,Instituto de Educación Superior Tecnológico,SENATI,SEDE AYACUCHO (CFP Ayacucho),MECANICO AUTOMOTRIZ,MASCULINO
1184,Beca Especial Reparaciones en EducaciÃ³n 2014-01,AYACUCHO,0,RESOLUCION JEFATURAL,2014-08,2014-02,Instituto de Educación Superior Tecnológico,SENATI,SEDE AYACUCHO (CFP Ayacucho),MECANICO DE MANTENIMIENTO,MASCULINO
1187,Beca 18 FFAA 2013-01,CUSCO,0,RESOLUCION JEFATURAL,2015-02,2013-02,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,ELECTRICISTA INDUSTRIAL,MASCULINO
1188,Beca 18 FFAA 2013-01,CUSCO,0,RESOLUCION JEFATURAL,2013-06,2013-02,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,MECANICO DE CONSTRUCCIONES METALICAS,MASCULINO
1189,Beca 18 Modalidad Ordinaria 2012,CUSCO,0,RESOLUCION JEFATURAL,2014-09,2012-04,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,MECANICO DE MANTENIMIENTO,MASCULINO
1191,Beca 18 Modalidad Ordinaria 2012,CUSCO,0,RESOLUCION JEFATURAL,2013-08,2012-03,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,ELECTRICISTA INDUSTRIAL,MASCULINO
1192,Beca 18 Modalidad Ordinaria 2012,CUSCO,0,RESOLUCION JEFATURAL,2013-08,2012-03,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,MECANICO AUTOMOTRIZ,MASCULINO
1193,Beca 18 VRAEM 2012-01,CUSCO,1,RESOLUCION JEFATURAL,2013-08,2012-09,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,MECANICO DE MANTENIMIENTO,MASCULINO
1196,Beca 18 FFAA (2da Convocatoria) 2012-02,CUSCO,1,RESOLUCION JEFATURAL,,2012-08,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,MECANICO DE MANTENIMIENTO,MASCULINO
1197,Beca 18 FFAA (2da Convocatoria) 2012-02,CUSCO,1,RESOLUCION JEFATURAL,,2012-08,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,MECANICO AUTOMOTRIZ,MASCULINO
1198,Beca 18 FFAA (2da Convocatoria) 2012-02,CUSCO,0,RESOLUCION JEFATURAL,2015-02,2012-08,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,MECANICO AUTOMOTRIZ,MASCULINO
1199,Beca 18 FFAA (2da Convocatoria) 2012-02,CUSCO,0,RESOLUCION JEFATURAL,2013-08,2012-08,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,MECANICO DE MANTENIMIENTO,MASCULINO
1200,Beca 18 FFAA (2da Convocatoria) 2012-02,CUSCO,0,RESOLUCION JEFATURAL,2015-02,2012-08,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,PROCESADOR INDUSTRIAL DE ALIMENTOS,MASCULINO
1201,Beca 18 FFAA (2da Convocatoria) 2012-02,CUSCO,0,RESOLUCION JEFATURAL,,2012-08,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,MECANICO AUTOMOTRIZ,MASCULINO
1202,Beca 18 FFAA (2da Convocatoria) 2012-02,CUSCO,0,RESOLUCION JEFATURAL,,2012-08,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,PROCESADOR INDUSTRIAL DE ALIMENTOS,MASCULINO
1203,Beca 18 FFAA (2da Convocatoria) 2012-02,CUSCO,0,RESOLUCION JEFATURAL,,2012-08,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,ELECTRICISTA INDUSTRIAL,MASCULINO
1205,Beca 18 FFAA 2013-01,CUSCO,0,RESOLUCION JEFATURAL,,2013-02,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,ELECTRICISTA INDUSTRIAL,MASCULINO
1206,Beca 18 Modalidad Ordinaria 2012,CUSCO,1,RESOLUCION JEFATURAL,2013-08,2012-04,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,MECANICO AUTOMOTRIZ,MASCULINO
1207,Beca 18 FFAA (2da Convocatoria) 2012-02,CUSCO,0,RESOLUCION JEFATURAL,2013-10,2012-08,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,PROCESADOR INDUSTRIAL DE ALIMENTOS,MASCULINO
1208,Beca 18 Modalidad Ordinaria 2013,CUSCO,0,RESOLUCION JEFATURAL,,2013-02,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,MECANICO AUTOMOTRIZ,MASCULINO
1210,Beca 18 Modalidad Ordinaria 2013,CUSCO,0,RESOLUCION JEFATURAL,,2013-03,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,ELECTRICISTA INDUSTRIAL,MASCULINO
1212,Beca 18 Modalidad Ordinaria 2013,CUSCO,1,RESOLUCION JEFATURAL,,2013-03,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,MECANICO AUTOMOTRIZ,MASCULINO
1214,Beca 18 Modalidad Ordinaria 2013,CUSCO,0,RESOLUCION JEFATURAL,,2013-03,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,MECANICO DE MANTENIMIENTO,MASCULINO
1215,Beca 18 FFAA 2013-01,CUSCO,1,RESOLUCION JEFATURAL,,2013-01,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,MECANICO DE MANTENIMIENTO,MASCULINO
1216,Beca 18 FFAA 2013-01,CUSCO,1,RESOLUCION JEFATURAL,,2013-02,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,PROCESADOR INDUSTRIAL DE ALIMENTOS,MASCULINO
1218,Beca 18 VRAEM 2014-01,CUSCO,0,RESOLUCION JEFATURAL,,2014-02,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,MECANICO AUTOMOTRIZ,MASCULINO
1219,Beca 18 VRAEM 2014-01,CUSCO,1,RESOLUCION JEFATURAL,,2014-01,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,MECANICO AUTOMOTRIZ,MASCULINO
1220,Beca 18 VRAEM 2014-01,CUSCO,0,RESOLUCION JEFATURAL,,2014-01,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,MECANICO AUTOMOTRIZ,MASCULINO
1221,Beca 18 FFAA 2014-01,CUSCO,0,RESOLUCION JEFATURAL,,2013-10,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,MECANICO AUTOMOTRIZ,MASCULINO
1222,Beca 18 FFAA 2014-01,CUSCO,1,RESOLUCION JEFATURAL,,2013-11,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,MECANICO AUTOMOTRIZ,MASCULINO
1223,Beca 18 FFAA 2014-01,CUSCO,1,RESOLUCION JEFATURAL,,2013-11,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,PROCESADOR INDUSTRIAL DE ALIMENTOS,MASCULINO
1224,Beca 18 FFAA 2014-01,CUSCO,1,RESOLUCION JEFATURAL,,2013-11,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,MECANICO DE MANTENIMIENTO,MASCULINO
1226,Beca 18 FFAA 2014-01,CUSCO,1,RESOLUCION JEFATURAL,,2013-11,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,ELECTRICISTA INDUSTRIAL,MASCULINO
1227,Beca 18 FFAA 2014-01,CUSCO,0,RESOLUCION JEFATURAL,2015-01,2013-11,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,MECANICO AUTOMOTRIZ,MASCULINO
1228,Beca 18 FFAA 2014-01,CUSCO,0,RESOLUCION JEFATURAL,,2013-11,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,ELECTRICISTA INDUSTRIAL,MASCULINO
1229,Beca 18 FFAA 2014-01,CUSCO,0,,,2013-11,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,MECANICO AUTOMOTRIZ,MASCULINO
1230,Beca 18 FFAA 2014-01,CUSCO,0,RESOLUCION JEFATURAL,,2013-11,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,SOPORTE Y MANTENIMIENTO DE EQUIPOS DE COMPUTACION,MASCULINO
1231,Beca 18 FFAA 2014-01,CUSCO,0,RESOLUCION JEFATURAL,,2013-11,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,PROCESADOR INDUSTRIAL DE ALIMENTOS,MASCULINO
1233,Beca 18 FFAA 2014-01,CUSCO,0,RESOLUCION JEFATURAL,,2013-11,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,MECANICO AUTOMOTRIZ,MASCULINO
1235,Beca 18 Reparaciones 2013-01,CUSCO,1,RESOLUCION JEFATURAL,,2013-03,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,MECANICO AUTOMOTRIZ,MASCULINO
1236,Beca 18 Modalidad Ordinaria 2013,CUSCO,0,RESOLUCION JEFATURAL,,2013-02,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,MECANICO DE MANTENIMIENTO,MASCULINO
1237,Beca 18 Modalidad Ordinaria 2013,CUSCO,0,RESOLUCION JEFATURAL,,2013-02,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,ELECTRICISTA INDUSTRIAL,MASCULINO
1241,Beca 18 FFAA 2013-01,CUSCO,1,RESOLUCION JEFATURAL,,2013-01,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,PROCESADOR INDUSTRIAL DE ALIMENTOS,MASCULINO
1248,Beca 18 Modalidad Ordinaria 2014,CUSCO,0,RESOLUCION JEFATURAL,,2014-01,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,MECANICO AUTOMOTRIZ,MASCULINO
1249,Beca 18 Modalidad Ordinaria 2014,CUSCO,0,,,2014-02,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,SOPORTE Y MANTENIMIENTO DE EQUIPOS DE COMPUTACION,MASCULINO
1251,Beca 18 VRAEM 2013-01,CUSCO,0,RESOLUCION JEFATURAL,,2013-03,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,PROCESADOR INDUSTRIAL DE ALIMENTOS,MASCULINO
1252,Beca 18 Modalidad Ordinaria 2014,CUSCO,0,RESOLUCION JEFATURAL,,2014-01,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,MECANICO DE MANTENIMIENTO,MASCULINO
1253,Beca 18 Modalidad Ordinaria 2014,CUSCO,0,RESOLUCION JEFATURAL,2014-11,2014-01,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,MECANICO AUTOMOTRIZ,MASCULINO
1254,Beca 18 Modalidad Ordinaria 2014,CUSCO,0,RESOLUCION JEFATURAL,2014-11,2014-02,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,ELECTRICISTA INDUSTRIAL,MASCULINO
1255,Beca 18 Modalidad Ordinaria 2014,CUSCO,0,RESOLUCION JEFATURAL,,2013-12,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,MECANICO AUTOMOTRIZ,MASCULINO
1256,Beca 18 Modalidad Ordinaria 2014,CUSCO,0,RESOLUCION JEFATURAL,,2014-01,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,ELECTRICISTA INDUSTRIAL,MASCULINO
1258,Beca 18 Modalidad Ordinaria 2014,CUSCO,1,RESOLUCION JEFATURAL,,2014-01,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,MECANICO AUTOMOTRIZ,MASCULINO
1259,Beca 18 Ordinaria 2015,CUSCO,0,RESOLUCION JEFATURAL,,2015-01,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,MECANICO AUTOMOTRIZ,MASCULINO
1261,Beca 18 Ordinaria 2015,CUSCO,0,RESOLUCION JEFATURAL,,2015-01,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,ELECTRICISTA INDUSTRIAL,MASCULINO
1264,Beca 18 Ordinaria 2015,CUSCO,0,RESOLUCION JEFATURAL,,2015-01,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,PROCESADOR INDUSTRIAL DE ALIMENTOS,MASCULINO
1266,Beca 18 Ordinaria 2015,CUSCO,0,RESOLUCION JEFATURAL,,2015-01,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,MECANICO DE MANTENIMIENTO,MASCULINO
1271,Beca 18 FFAA 2015,CUSCO,0,RESOLUCION JEFATURAL,,2015-01,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,MECANICO DE CONSTRUCCIONES METALICAS,MASCULINO
1273,Beca 18 Ordinaria 2015,CUSCO,0,RESOLUCION JEFATURAL,,2015-01,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,MECANICO DE CONSTRUCCIONES METALICAS,MASCULINO
1276,Beca 18 FFAA 2015,CUSCO,0,RESOLUCION JEFATURAL,,2015-01,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,ELECTRICISTA INDUSTRIAL,MASCULINO
1277,Beca 18 Ordinaria 2015,CUSCO,1,RESOLUCION JEFATURAL,,2015-01,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,ELECTRICISTA INDUSTRIAL,MASCULINO
1282,Beca 18 Ordinaria 2015,CUSCO,0,,,2015-01,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,MECANICO AUTOMOTRIZ,MASCULINO
1285,Beca Extraordinaria FFAA 2015,CUSCO,0,,,2015-04,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,MECANICO AUTOMOTRIZ,MASCULINO
1287,Beca Extraordinaria FFAA 2015,CUSCO,0,RESOLUCION JEFATURAL,,2015-04,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,MECANICO AUTOMOTRIZ,MASCULINO
1288,Beca Extraordinaria FFAA 2015,CUSCO,1,RESOLUCION JEFATURAL,,2015-04,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,MECANICO AUTOMOTRIZ,MASCULINO
1289,Beca Doble Oportunidad 2015,CUSCO,0,RESOLUCION JEFATURAL,,2015-08,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,SOPORTE Y MANTENIMIENTO DE EQUIPOS DE COMPUTACION,MASCULINO
1290,Beca Doble Oportunidad 2015,CUSCO,0,RESOLUCION JEFATURAL,,2015-08,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,CONFECCIONISTA DE PRENDAS DE VESTIR,MASCULINO
1291,Beca Doble Oportunidad 2015,CUSCO,1,RESOLUCION JEFATURAL,,2015-08,Instituto de Educación Superior Tecnológico,SENATI,SEDE CUSCO,SOPORTE Y MANTENIMIENTO DE EQUIPOS DE COMPUTACION,MASCULINO
1295,Beca 18 Modalidad Ordinaria 2014,JUNIN,0,RESOLUCION JEFATURAL,,2014-01,Instituto de Educación Superior Tecnológico,SENATI,SEDE HUANCAYO,ELECTRICISTA INDUSTRIAL,MASCULINO
1296,Beca 18 Modalidad Ordinaria 2014,JUNIN,1,RESOLUCION JEFATURAL,,2014-01,Instituto de Educación Superior Tecnológico,SENATI,SEDE HUANCAYO,MECANICO AUTOMOTRIZ,MASCULINO
1297,Beca 18 Modalidad Ordinaria 2014,JUNIN,1,RESOLUCION JEFATURAL,,2014-01,Instituto de Educación Superior Tecnológico,SENATI,SEDE HUANCAYO,ELECTRICISTA INDUSTRIAL,MASCULINO
1298,Beca 18 VRAEM 2013-01,JUNIN,0,RESOLUCION JEFATURAL,2013-08,2013-03,Instituto de Educación Superior Tecnológico,SENATI,SEDE HUANCAYO,MECANICO ELECTRICISTA DE MANTENIMIENTO,MASCULINO
1299,Beca 18 VRAEM 2013-01,JUNIN,0,RESOLUCION JEFATURAL,2013-08,2013-02,Instituto de Educación Superior Tecnológico,SENATI,SEDE HUANCAYO,MECANICO DE MAQUINARIA PESADA,MASCULINO
1300,Beca 18 VRAEM 2013-01,JUNIN,0,RESOLUCION JEFATURAL,2014-05,2013-02,Instituto de Educación Superior Tecnológico,SENATI,SEDE HUANCAYO,ELECTRICISTA INDUSTRIAL,MASCULINO
1301,Beca 18 VRAEM 2013-01,JUNIN,1,RESOLUCION JEFATURAL,2014-11,2013-02,Instituto de Educación Superior Tecnológico,SENATI,SEDE HUANCAYO,MECANICO ELECTRICISTA DE MANTENIMIENTO,MASCULINO
1302,Beca 18 VRAEM 2013-01,JUNIN,0,RESOLUCION JEFATURAL,2014-03,2013-02,Instituto de Educación Superior Tecnológico,SENATI,SEDE HUANCAYO,MECANICO DE MAQUINARIA PESADA,MASCULINO
1303,Beca 18 VRAEM 2013-01,JUNIN,1,RESOLUCION JEFATURAL,,2013-02,Instituto de Educación Superior Tecnológico,SENATI,SEDE HUANCAYO,MECANICO DE MAQUINARIA PESADA,MASCULINO
1305,Beca 18 Reparaciones 2013-01,JUNIN,0,RESOLUCION JEFATURAL,2014-07,2013-03,Instituto de Educación Superior Tecnológico,SENATI,SEDE HUANCAYO,MECANICO DE MAQUINARIA PESADA,MASCULINO
1306,Beca 18 Reparaciones 2013-01,JUNIN,1,RESOLUCION JEFATURAL,,2013-02,Instituto de Educación Superior Tecnológico,SENATI,SEDE HUANCAYO,MECANICO DE MANTENIMIENTO,MASCULINO
1307,Beca 18 FFAA 2014-01,JUNIN,0,RESOLUCION JEFATURAL,,2013-11,Instituto de Educación Superior Tecnológico,SENATI,SEDE HUANCAYO,ELECTRICISTA INDUSTRIAL,MASCULINO
1308,Beca 18 FFAA 2014-01,JUNIN,0,RESOLUCION JEFATURAL,2014-05,2013-11,Instituto de Educación Superior Tecnológico,SENATI,SEDE HUANCAYO,MECANICO AUTOMOTRIZ,MASCULINO
1309,Beca 18 FFAA 2014-01,JUNIN,1,RESOLUCION JEFATURAL,,2013-11,Instituto de Educación Superior Tecnológico,SENATI,SEDE HUANCAYO,ELECTRICISTA INDUSTRIAL,MASCULINO
1310,Beca 18 Modalidad Ordinaria 2013,JUNIN,0,RESOLUCION JEFATURAL,2013-12,2013-02,Instituto de Educación Superior Tecnológico,SENATI,SEDE HUANCAYO,MECANICO DE MANTENIMIENTO,MASCULINO
1311,Beca 18 Modalidad Ordinaria 2013,JUNIN,0,RESOLUCION JEFATURAL,2014-04,2013-02,Instituto de Educación Superior Tecnológico,SENATI,SEDE HUANCAYO,ELECTRICISTA INDUSTRIAL,MASCULINO
1312,Beca 18 Modalidad Ordinaria 2013,JUNIN,0,RESOLUCION JEFATURAL,,2013-02,Instituto de Educación Superior Tecnológico,SENATI,SEDE HUANCAYO,ELECTRICISTA INDUSTRIAL,MASCULINO
1313,Beca 18 Modalidad Ordinaria 2013,JUNIN,0,RESOLUCION JEFATURAL,2014-12,2013-02,Instituto de Educación Superior Tecnológico,SENATI,SEDE HUANCAYO,MECANICO DE MANTENIMIENTO,MASCULINO
1314,Beca 18 Modalidad Ordinaria 2013,JUNIN,0,RESOLUCION JEFATURAL,,2013-02,Instituto de Educación Superior Tecnológico,SENATI,SEDE HUANCAYO,MECANICO DE MANTENIMIENTO,MASCULINO
1315,Beca 18 Modalidad Ordinaria 2013,JUNIN,0,RESOLUCION JEFATURAL,2014-10,2013-02,Instituto de Educación Superior Tecnológico,SENATI,SEDE HUANCAYO,MECANICO DE MANTENIMIENTO,MASCULINO
1316,Beca 18 FFAA 2013-01,JUNIN,1,RESOLUCION JEFATURAL,,2013-02,Instituto de Educación Superior Tecnológico,SENATI,SEDE HUANCAYO,ELECTRICISTA INDUSTRIAL,MASCULINO
1317,Beca 18 FFAA 2013-01,JUNIN,1,RESOLUCION JEFATURAL,2015-03,2013-02,Instituto de Educación Superior Tecnológico,SENATI,SEDE HUANCAYO,ELECTRICISTA INDUSTRIAL,MASCULINO
1318,Beca 18 FFAA 2013-01,JUNIN,1,RESOLUCION JEFATURAL,,2013-02,Instituto de Educación Superior Tecnológico,SENATI,SEDE HUANCAYO,MECANICO DE MANTENIMIENTO,MASCULINO
1319,Beca 18 FFAA 2013-01,JUNIN,1,RESOLUCION JEFATURAL,,2013-01,Instituto de Educación Superior Tecnológico,SENATI,SEDE HUANCAYO,MECANICO DE MANTENIMIENTO,MASCULINO
1320,Beca 18 FFAA 2013-01,JUNIN,1,RESOLUCION JEFATURAL,,2013-01,Instituto de Educación Superior Tecnológico,SENATI,SEDE HUANCAYO,MECANICO AUTOMOTRIZ,MASCULINO
1321,Beca 18 FFAA 2013-01,JUNIN,0,RESOLUCION JEFATURAL,2014-10,2013-02,Instituto de Educación Superior Tecnológico,SENATI,SEDE HUANCAYO,MECANICO ELECTRICISTA DE MANTENIMIENTO,MASCULINO
1322,Beca 18 FFAA 2013-01,JUNIN,0,RESOLUCION JEFATURAL,2014-05,2013-02,Instituto de Educación Superior Tecnológico,SENATI,SEDE HUANCAYO,MECANICO DE MANTENIMIENTO DE MAQUINARIA PESADA,MASCULINO
1323,Beca 18 Modalidad Ordinaria 2013,JUNIN,0,RESOLUCION JEFATURAL,2014-08,2013-02,Instituto de Educación Superior Tecnológico,SENATI,SEDE HUANCAYO,ELECTRICISTA INDUSTRIAL,MASCULINO
