convocatoria,region,motivo,resolucion_ret_beca,fec_resolucion_ret_beca,fec_Postulacion,tipoinstitucion,institucioneducativa,institucionsede,carreradescripcion,genero
Beca 18 VRAEM 2013-01,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,2015-02,2013-03,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 VRAEM 2013-01,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,2013-08,2013-02,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,FEMENINO
Beca 18 VRAEM 2013-01,LIMA,Becarios que no se presentaron con RJ (No recibieron subvencion),RESOLUCION JEFATURAL,,2013-02,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 VRAEM 2013-01,LIMA,Becarios que no se presentaron con RJ (No recibieron subvencion),RESOLUCION JEFATURAL,,2013-02,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,FEMENINO
Beca 18 VRAEM 2013-01,LIMA,Becarios que no se presentaron con RJ (No recibieron subvencion),RESOLUCION JEFATURAL,,2013-02,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,FEMENINO
Beca 18 Modalidad Ordinaria 2014,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,2014-09,2014-02,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,FEMENINO
Beca 18 Modalidad Ordinaria 2014,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,2014-09,2014-02,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,FEMENINO
Beca 18 Modalidad Ordinaria 2014,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,2014-09,2014-02,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,FEMENINO
Beca 18 Modalidad Ordinaria 2014,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2014-02,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 VRAEM 2013-01,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,2014-02,2013-02,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 Modalidad Ordinaria 2014,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2014-02,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 Modalidad Ordinaria 2014,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,2014-09,2014-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,FEMENINO
Beca 18 Modalidad Ordinaria 2014,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2014-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 Modalidad Ordinaria 2014,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,2014-09,2014-02,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 Modalidad Ordinaria 2014,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,2015-03,2014-03,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 Modalidad Ordinaria 2014,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,2014-09,2014-02,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 Modalidad Ordinaria 2014,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2014-02,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 Modalidad Ordinaria 2014,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,2015-03,2014-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,FEMENINO
Beca 18 Modalidad Ordinaria 2014,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2014-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,FEMENINO
Beca 18 Huallaga 2014-01,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2014-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 Huallaga 2014-01,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2014-02,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,FEMENINO
Beca 18 Huallaga 2014-01,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2014-02,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,FEMENINO
Beca 18 Huallaga 2014-01,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2014-02,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 Modalidad Ordinaria 2014,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,2015-03,2014-02,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 Modalidad Ordinaria 2014,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,2014-09,2014-02,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 Modalidad Ordinaria 2014,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,2014-10,2014-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 Modalidad Ordinaria 2014,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,2014-09,2014-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,FEMENINO
Beca 18 Modalidad Ordinaria 2014,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2014-02,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,FEMENINO
Beca 18 Modalidad Ordinaria 2013,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2013-02,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,FEMENINO
Beca 18 Modalidad Ordinaria 2013,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2013-02,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 Modalidad Ordinaria 2013,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2013-02,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 Modalidad Ordinaria 2013,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2013-03,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,FEMENINO
Beca 18 Modalidad Ordinaria 2013,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2013-02,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 Modalidad Ordinaria 2013,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2013-02,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 Modalidad Ordinaria 2013,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2013-02,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 Modalidad Ordinaria 2013,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2013-03,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 Modalidad Ordinaria 2013,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2013-03,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,FEMENINO
Beca 18 Modalidad Ordinaria 2013,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2013-03,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 Modalidad Ordinaria 2013,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,2013-09,2013-03,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,FEMENINO
Beca 18 Modalidad Ordinaria 2013,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,2014-09,2013-02,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,FEMENINO
Beca 18 Modalidad Ordinaria 2013,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,2013-12,2013-03,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 Modalidad Ordinaria 2013,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2013-02,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 Modalidad Ordinaria 2013,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2013-02,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,FEMENINO
Beca 18 Modalidad Ordinaria 2013,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2013-03,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,FEMENINO
Beca 18 Modalidad Ordinaria 2013,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,2015-02,2013-03,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,FEMENINO
Beca 18 Modalidad Ordinaria 2013,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,2013-12,2013-03,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 VRAEM 2012-01,LIMA,Becarios que renunciaron,RESOLUCION JEFATURAL,2013-01,2012-09,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 Modalidad Ordinaria 2013,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,2013-12,2013-03,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,FEMENINO
Beca 18 Modalidad Ordinaria 2013,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,2015-02,2013-03,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,FEMENINO
Beca 18 Modalidad Ordinaria 2013,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2013-03,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,FEMENINO
Beca 18 Modalidad Ordinaria 2013,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2013-02,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 Modalidad Ordinaria 2013,LIMA,Becarios que renunciaron,RESOLUCION JEFATURAL,2014-09,2013-02,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,FEMENINO
Beca 18 Modalidad Ordinaria 2013,LIMA,Becarios declarados nulos,,2013-07,2013-03,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,FEMENINO
Beca 18 VRAEM 2012-01,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,2015-03,2012-09,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 VRAEM 2012-01,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,2014-04,2012-09,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 VRAEM 2012-01,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,2015-03,2012-08,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 VRAEM 2012-01,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,2014-04,2012-09,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 VRAEM 2012-01,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2012-09,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 Ordinaria 2015,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2015-01,Universidad,NACIONAL MAYOR DE SAN MARCOS,SEDE LIMA,INGENIERIA GEOGRAFICA,FEMENINO
Beca 18 VRAEM 2012-01,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2012-08,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 Modalidad Ordinaria 2012,LIMA,Becarios que fallecieron,RESOLUCION JEFATURAL,2014-12,2012-04,Universidad,NACIONAL FEDERICO VILLARREAL,SEDE LIMA,INGENIERIA GEOGRAFICA,FEMENINO
Beca 18 Modalidad Ordinaria 2012,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,2014-05,2012-04,Universidad,NACIONAL FEDERICO VILLARREAL,SEDE LIMA,INGENIERIA MECATRONICA,FEMENINO
Beca 18 Modalidad Ordinaria 2012,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2012-04,Universidad,NACIONAL FEDERICO VILLARREAL,SEDE LIMA,INGENIERIA ALIMENTARIA,FEMENINO
Beca 18 Ordinaria 2015,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2015-03,Universidad,NACIONAL MAYOR DE SAN MARCOS,SEDE LIMA,CIENCIAS BIOLOGICAS,FEMENINO
Beca 18 Modalidad Ordinaria 2013,LIMA,Becarios que renunciaron,,,2013-02,Universidad,NACIONAL MAYOR DE SAN MARCOS,SEDE LIMA,INGENIERIA TEXTIL Y CONFECCIONES,FEMENINO
Beca 18 Modalidad Ordinaria 2014,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,2014-11,2014-03,Universidad,NACIONAL MAYOR DE SAN MARCOS,SEDE LIMA,ESTADISTICA,FEMENINO
Beca 18 Modalidad Ordinaria 2014,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,2015-03,2014-03,Universidad,NACIONAL MAYOR DE SAN MARCOS,SEDE LIMA,ESTADISTICA,FEMENINO
Beca 18 Modalidad Ordinaria 2014,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,2015-02,2014-02,Universidad,NACIONAL MAYOR DE SAN MARCOS,SEDE LIMA,INGENIERIA GEOGRAFICA,FEMENINO
Beca 18 Ordinaria 2015,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2015-03,Universidad,NACIONAL MAYOR DE SAN MARCOS,SEDE LIMA,FARMACIA Y BIOQUIMICA,FEMENINO
Beca 18 Reparaciones 2012-01,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2012-10,Universidad,NACIONAL MAYOR DE SAN MARCOS,SEDE LIMA,ESTADISTICA,FEMENINO
Beca 18 Modalidad Ordinaria 2012,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,2014-11,2012-04,Universidad,NACIONAL MAYOR DE SAN MARCOS,SEDE LIMA,GEOGRAFIA,FEMENINO
Beca 18 Modalidad Ordinaria 2012,LIMA,Becarios que renunciaron,RESOLUCION JEFATURAL,2012-12,2012-04,Universidad,NACIONAL MAYOR DE SAN MARCOS,SEDE LIMA,COMPUTACION CIENTIFICA,FEMENINO
Beca 18 Modalidad Ordinaria 2012,LIMA,Becarios que renunciaron,RESOLUCION JEFATURAL,2014-06,2012-04,Universidad,NACIONAL MAYOR DE SAN MARCOS,SEDE LIMA,BIBLIOTECOLOGIA Y CIENCIAS DE LA INFORMACION,FEMENINO
Beca 18 Modalidad Ordinaria 2012,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,2014-02,2012-03,Universidad,NACIONAL MAYOR DE SAN MARCOS,SEDE LIMA,INGENIERIA QUIMICA,FEMENINO
Beca 18 Modalidad Ordinaria 2012,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,2014-11,2012-03,Universidad,NACIONAL MAYOR DE SAN MARCOS,SEDE LIMA,INGENIERIA AGROINDUSTRIAL,FEMENINO
Beca 18 Modalidad Ordinaria 2012,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,2014-11,2012-04,Universidad,NACIONAL MAYOR DE SAN MARCOS,SEDE LIMA,INGENIERIA QUIMICA,FEMENINO
Beca 18 Modalidad Ordinaria 2012,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,2014-02,2012-04,Universidad,NACIONAL MAYOR DE SAN MARCOS,SEDE LIMA,INGENIERIA INDUSTRIAL,FEMENINO
Beca 18 Modalidad Ordinaria 2014,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,2015-03,2014-02,Universidad,PERUANA DE CIENCIAS APLICADAS,SEDE LIMA,INGENIERIA DE GESTION EMPRESARIAL,FEMENINO
Beca 18 Modalidad Ordinaria 2014,LIMA,Becarios que renunciaron,RESOLUCION JEFATURAL,2014-12,2014-02,Universidad,PERUANA DE CIENCIAS APLICADAS,SEDE LIMA,ARQUITECTURA,FEMENINO
Beca 18 Modalidad Ordinaria 2014,LIMA,Becarios que renunciaron,RESOLUCION JEFATURAL,2014-08,2014-01,Universidad,PERUANA DE CIENCIAS APLICADAS,SEDE LIMA,INGENIERIA DE GESTION EMPRESARIAL,FEMENINO
Beca 18 Modalidad Ordinaria 2014,LIMA,Becarios que fallecieron,RESOLUCION JEFATURAL,2014-09,2014-02,Universidad,PERUANA DE CIENCIAS APLICADAS,SEDE LIMA,INGENIERIA CIVIL,FEMENINO
Beca 18 Modalidad Ordinaria 2012,MOQUEGUA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,2013-07,2012-04,Universidad,NACIONAL DE MOQUEGUA,SEDE MOQUEGUA,INGENIERIA AGROINDUSTRIAL,FEMENINO
Beca 18 Modalidad Ordinaria 2012,MOQUEGUA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,2013-07,2012-03,Universidad,NACIONAL DE MOQUEGUA,SEDE MOQUEGUA,INGENIERIA AGROINDUSTRIAL,FEMENINO
Beca 18 Modalidad Ordinaria 2012,MOQUEGUA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,2013-11,2012-04,Universidad,NACIONAL DE MOQUEGUA,SEDE MOQUEGUA,INGENIERIA AMBIENTAL,FEMENINO
Beca 18 Modalidad Ordinaria 2014,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,2014-09,2014-01,Universidad,PERUANA DE CIENCIAS APLICADAS,SEDE LIMA,PSICOLOGIA,FEMENINO
Beca 18 Modalidad Ordinaria 2014,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,2015-03,2014-01,Universidad,PERUANA DE CIENCIAS APLICADAS,SEDE LIMA,INGENIERIA DE GESTION MINERA,FEMENINO
Beca 18 Modalidad Ordinaria 2014,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,2015-03,2014-01,Universidad,PERUANA DE CIENCIAS APLICADAS,SEDE LIMA,INGENIERIA CIVIL,FEMENINO
Beca 18 Modalidad Ordinaria 2014,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,2015-03,2014-01,Universidad,PERUANA DE CIENCIAS APLICADAS,SEDE LIMA,INGENIERIA INDUSTRIAL,FEMENINO
Beca 18 Modalidad Ordinaria 2014,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,2015-03,2014-01,Universidad,PERUANA DE CIENCIAS APLICADAS,SEDE LIMA,INGENIERIA INDUSTRIAL,FEMENINO
Beca 18 Modalidad Ordinaria 2014,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2014-01,Universidad,PERUANA DE CIENCIAS APLICADAS,SEDE LIMA,INGENIERIA CIVIL,FEMENINO
Beca 18 Modalidad Ordinaria 2014,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,2014-09,2014-01,Universidad,PERUANA DE CIENCIAS APLICADAS,SEDE LIMA,INGENIERIA DE SISTEMAS DE INFORMACION,FEMENINO
Beca 18 Modalidad Ordinaria 2014,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,2015-03,2014-01,Universidad,PERUANA DE CIENCIAS APLICADAS,SEDE LIMA,INGENIERIA CIVIL,FEMENINO
Beca 18 Modalidad Ordinaria 2014,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2014-01,Universidad,PERUANA DE CIENCIAS APLICADAS,SEDE LIMA,INGENIERIA INDUSTRIAL,FEMENINO
Beca Especial Reparaciones en EducaciÃ³n 2014-01,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2014-02,Universidad,PERUANA DE CIENCIAS APLICADAS,SEDE LIMA,INGENIERIA DE GESTION EMPRESARIAL,FEMENINO
Beca 18 Modalidad Ordinaria 2014,LIMA,Becarios que renunciaron,RESOLUCION JEFATURAL,2015-03,2014-01,Universidad,PERUANA DE CIENCIAS APLICADAS,SEDE LIMA,ARQUITECTURA,FEMENINO
Beca Excelencia AcadÃ©mica 2014-01,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2014-10,Universidad,PERUANA DE CIENCIAS APLICADAS,SEDE LIMA,INGENIERIA DE GESTION MINERA,FEMENINO
Beca Excelencia AcadÃ©mica 2014-01,LIMA,Becarios que renunciaron,RESOLUCION JEFATURAL,,2014-10,Universidad,PERUANA DE CIENCIAS APLICADAS,SEDE LIMA,INGENIERIA MECATRONICA,FEMENINO
Beca Excelencia AcadÃ©mica 2014-01,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2014-10,Universidad,PERUANA DE CIENCIAS APLICADAS,SEDE LIMA,ARQUITECTURA,FEMENINO
Beca 18 Modalidad Traslado Becas extranjeras-PerÃº 2013,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2014-04,Universidad,PERUANA DE CIENCIAS APLICADAS,SEDE LIMA,INGENIERIA CIVIL,FEMENINO
Beca 18 Modalidad Ordinaria 2014,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2014-02,Universidad,PERUANA DE CIENCIAS APLICADAS,SEDE LIMA,INGENIERIA CIVIL,FEMENINO
Beca 18 Modalidad Ordinaria 2014,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,2015-03,2014-01,Universidad,PERUANA DE CIENCIAS APLICADAS,SEDE LIMA,ARQUITECTURA,FEMENINO
VocaciÃ³n de Maestro 2014-01,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2014-10,Universidad,PERUANA DE CIENCIAS APLICADAS,SEDE LIMA,EDUCACIÃ“N Y GESTION DEL APRENDIZAJE,FEMENINO
Beca Excelencia AcadÃ©mica 2014-01,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2014-10,Universidad,PERUANA DE CIENCIAS APLICADAS,SEDE LIMA,ADMINISTRACION Y NEGOCIOS INTERNACIONALES,FEMENINO
Beca 18 Modalidad Ordinaria 2014,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,2015-03,2014-02,Universidad,PERUANA DE CIENCIAS APLICADAS,SEDE LIMA,INGENIERIA INDUSTRIAL,FEMENINO
Beca 18 Modalidad Ordinaria 2014,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2014-02,Universidad,PERUANA DE CIENCIAS APLICADAS,SEDE LIMA,ARQUITECTURA,FEMENINO
Beca 18 Modalidad Ordinaria 2014,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2014-02,Universidad,PERUANA DE CIENCIAS APLICADAS,SEDE LIMA,INGENIERIA INDUSTRIAL,FEMENINO
Beca 18 Modalidad Ordinaria 2014,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,2015-03,2014-02,Universidad,PERUANA DE CIENCIAS APLICADAS,SEDE LIMA,ARQUITECTURA,FEMENINO
